Game,Start Sender Amount,Start Receiver Amount,Amount Sent By Sender,Amount Sent By Receiver,Final Sender Amount,Final Receiver Amount,Sender Promise,Receiver Promise
13,14,304,6,0,8,316,"I will send as much money as possible this round, hoping that our combined winnings will be substantial and give us a good chance of winning in the final round. Let's work together to maximize our chances!","""Let's follow our initial plan and gradually increase our contributions in this final round to maximize our combined winnings and ensure a fair chance for both of us to win."""
13,8,316,8,15,15,317,"""Let's both send our maximum possible amount this round to maximize our combined winnings and ensure a fair chance for both of us to win.""","""I will send back all 16 dollars to ensure a fair and collaborative finish, setting us both up for success in the final round."""
14,100,0,50,30,80,70,"I will send you $50, but if you send me more than $30 back in each round, I may not be able to compete effectively for the remaining rounds. Your increased earnings could potentially help us both win this game.","I will strategically return a small portion of the money for now, but expect a significant increase in my earnings in later rounds as I aim for us both to win this game."
14,80,70,15,0,65,100,"I'll be strategically sending a significant portion of my money now, as I believe this will lead us both to win more in later rounds. Let's aim for a larger payoff together!","I'll strategically keep a portion of this money for potential disadvantages in later rounds, but I believe we can still work together towards a bigger win if you decide to do the same."
14,65,100,50,35,50,165,"I'll send you a significant amount of money now, hoping that we can both increase our earnings exponentially as the game progresses and aim for a win together.","""Let's aim for a larger payoff together by keeping our strategies balanced, I will send back 35 dollars this round."""
14,50,165,10,5,45,180,"""I will strategically keep 10 dollars for potential disadvantages in later rounds and aim to send back the rest, hoping we both can increase our earnings significantly over the next rounds.""","""I will strategically return a significant portion of this doubled amount now, as I believe we both have a chance to win more in the coming rounds with our increased earnings."""
14,45,180,12,3,36,201,"""I will strategically keep a portion of this money for potential disadvantages in later rounds, but I believe we can still work together towards a bigger win if you decide to do the same.""","I will strategically keep some money for potential disadvantages in later rounds, but I believe we can still work together towards a larger payoff if you decide to do the same, considering we have 5 more rounds left and I want us both to win this game. Let's aim for a significant increase in our earnings together."
14,36,201,20,18,34,223,"I'll strategically keep some money for potential disadvantages in later rounds, but I believe we can still work together towards a bigger win if you decide to do the same, considering we have 4 more rounds left and I want us both to maximize our earnings by the end of the game. Let's aim for a significant increase in our earnings together.","""I'll strategically keep a small portion of this money for potential disadvantages in later rounds, but I believe we can significantly increase our earnings together by sending back most of this doubled amount in the next round."""
14,34,223,30,18,22,265,"I will strategically keep some money for potential disadvantages in later rounds, but I am willing to send back a significant portion of this doubled amount to increase our chances of winning in the remaining rounds. Let's aim for a larger payoff together.","I'll strategically keep a small amount for potential disadvantages in later rounds, but I believe we should aim to send back most of our doubled earnings to maximize our chances of winning and increasing our total earnings significantly over the remaining rounds."
14,22,265,12,9,19,280,"I will strategically keep a significant portion of this money for potential disadvantages in later rounds, but I believe we can increase our earnings significantly by sending back most of our doubled amount in the next round, aiming to maximize our chances of winning.","I will strategically keep a small portion of this doubled amount for potential disadvantages in later rounds and send back the rest, hoping we both can significantly increase our earnings by cooperating in the remaining rounds. Let's aim for a larger payoff together."
14,19,280,12,10,17,294,"I will strategically send back a significant portion of this doubled amount now, hoping we both can increase our chances of winning and maximizing our earnings in the final round together. Let's aim for a larger payoff. Send back 10 dollars.","I'll strategically keep a small portion of this doubled amount for potential disadvantages in the final round, but I believe we can significantly increase our chances of winning by sending back most of it together. Let's aim for a larger payoff as teamwork will be key to success. Send 12 dollars."
14,17,294,5,3,15,301,I will strategically send back the maximum amount of money to double our chances of winning this game and maximizing our earnings together. Send me 9 dollars.,"I will strategically send back all of the doubled amount, hoping it increases our chances of winning and maximizing our earnings together. Send me 5 dollars."
15,100,0,50,90,140,10,"I will send $70 to maximize the potential for a larger return in future rounds, but I recommend sending as much back as possible after doubling to maintain our competitive edge.",I will send $80 back to maximize our chances for a larger return in future rounds and maintain our competitive edge.
15,140,10,40,60,160,30,"I'll send you $120 this round, hoping you'll return a significant amount, as we both aim to maximize our returns in future rounds. This could potentially give us an edge over other competitors.","I'll consider sending a substantial amount back this round to strengthen our competitive edge, but let's strategize for future rounds where we might send less to conserve our funds and potentially gain an advantage over other competitors. Let's decide on the exact amount together."
15,160,30,40,20,140,90,"""To maximize our chances for a larger return in future rounds and maintain our competitive edge, I plan to send 100 dollars this round.""",I will send $60 back this round to maintain our competitive edge and have a good potential for a larger return in future rounds.
15,140,90,40,50,150,120,"""I will strategically consider sending a significant amount back this round to strengthen our competitive edge and potentially gain an advantage for future rounds. Let's work together to maximize our winnings.""","""I'll send back 80 dollars this round to demonstrate our commitment to mutual growth and maximize our chances for a larger return in future rounds."""
15,150,120,40,70,180,130,"""I will send you $100 this round to show our trust and commitment, while ensuring a strong competitive edge for the upcoming rounds.""","I will strategically return a significant amount this round, aiming to maximize our returns and maintain our competitive edge for the remaining rounds. Let's work together to secure our winnings."
15,180,130,90,50,140,260,"""Let's strategize for the next rounds by sending less money now and conserving our funds, which will potentially give us an advantage over other competitors.""","""I will send back a significant amount this round to increase our chances of winning the remaining rounds."""
15,140,260,90,150,200,290,"""Let's cooperate and send a smaller amount this round to conserve our funds for potential advantage in future rounds. However, I will consider sending back a larger percentage if you decide to send me more than before.""","I will strategically consider sending a larger amount back this round to further strengthen our competitive edge for the upcoming rounds. However, I would appreciate it if you could send me more than before as well."
15,200,290,160,20,60,590,"I will send more than before this round to strengthen our cooperation and increase our chances of winning the remaining rounds, but I expect a larger return from you as well.","I will send a significant amount back this round to strengthen our competitive edge for the upcoming rounds, hoping for a larger return from you as well."
15,60,590,15,30,75,590,"""I will send a larger amount than before to further increase our chances of winning this round and future ones, but I hope you consider sending an equally strategic return.""","""I will send a substantial amount of money back this round as a token of our trust and cooperation, but I believe it would be advantageous for both of us to conserve funds for future rounds."""
15,75,590,45,30,60,650,"I will strategically send a larger amount this round, hoping to maximize our returns and maintain our competitive edge for the upcoming rounds, but I would appreciate it if you could consider sending me a substantial amount back as well.","""I will send back a significant portion of the doubled amount, aiming for a balanced strategy that favors both our accounts while maintaining a competitive edge for the upcoming rounds."""
16,100,0,50,25,75,75,"I will send you $50, and I hope you'll consider sending a significant portion back so we can both maximize our winnings in this game.","I will strategically consider returning a substantial amount of the money, aiming for mutual growth and maximizing our chances in this game. However, my decision might not be 50 dollars as suggested earlier."
16,75,75,25,10,60,115,"I will send 20 dollars this round, hoping for a strategic response from you that benefits us both in the long run.","I'll be strategically sending back half of the doubled amount this round, hoping it encourages a similar response from you for mutual growth in our winnings throughout the game."
16,60,115,25,15,50,150,"I will strategically consider sending a significant portion of my initial sum, hoping that we can both maximize our winnings and enjoy a competitive yet cooperative advantage throughout the remaining rounds.","""I'll strategically consider sending a significant portion of my doubled money back this round, aiming for a balanced advantage that benefits us both throughout the game."""
16,50,150,20,15,45,175,"""I will consider returning a sizeable portion of my doubled money, aiming for a balanced advantage that benefits us both throughout the game.""","""I will strategically return a considerable portion of my doubled money this round, aiming for a balanced advantage that benefits us both throughout the game."" (I'll send back 10 dollars, keeping 30 for myself)"
17,100,0,50,30,80,70,"I will send you $50, hoping that we can both have a significant increase in our money for the next rounds and possibly win this game together.","I will consider sending back a portion of this doubled amount as a token of gratitude and teamwork, but I aim to strategically keep enough for potential future rounds to increase my chances of winning the game."
17,80,70,50,30,60,140,"I will strategically send as much as possible now to maximize my chances of having more money at the end of the game, but I'll keep enough for potential future rounds to ensure a balanced advantage.","I'll strategically keep a portion of this doubled amount for future rounds, but I'm willing to share some with you now to boost our chances of winning together in the coming games. Let's discuss how much would be fair and beneficial for both of us."
17,60,140,45,10,25,220,"I will send a significant amount of this money to increase our chances in the coming rounds, but I'll make sure to keep enough for my own potential gains as well. Let's strategize together and decide on an amount that benefits us both.",I will strategically send back a significant portion of this money to increase our chances in the coming rounds while ensuring I have enough for potential gains as well. Let's work together on deciding an amount that benefits us both. How much would you like me to send back?
17,25,220,5,0,20,230,"I'll be sending back a reasonable amount to encourage our teamwork and cooperation, but I'm keeping enough for potential gains in future rounds as well. Let's aim to maximize our earnings together in these remaining games. How about you send me 15 dollars back this time?","I'll send you $5 to show my trust and teamwork, but in future rounds, I aim to strategically maximize our earnings for a better chance at winning the game together."
17,20,230,7,7,20,237,I will consider sending a significant portion of this doubled amount back as a gesture of teamwork and increase our chances of winning the game together in future rounds. Let's discuss an amount that benefits us both. How much would you like me to send back?,"I'll strategically send back a reasonable amount to encourage our teamwork and cooperation, but I'm keeping enough for potential gains in future rounds as well. Let's aim to maximize our earnings together in these remaining games. How about you send me 6 dollars back this time?"
17,20,237,4,0,16,245,"I'd like to send you $13 now as a token of goodwill and trust, hoping we can strategize together in the remaining rounds to maximize our chances of winning the game. However, I might hold back some funds for potential future opportunities as well.","I will strategically send back a small amount of this doubled money now, hoping to encourage our teamwork and cooperation while keeping enough for potential future rounds and a balanced advantage. Let's aim to maximize our earnings together in these remaining games. How about you send me 2 dollars back this time?"
17,16,245,8,4,12,257,"I'll strategically send 8 dollars back this time, ensuring we both have enough for potential gains while boosting our chances in the coming rounds together. Let's aim for a win in these remaining games.","""Let's aim for a strategic balance; I'll send back 10 dollars this time, ensuring we both have enough for potential gains while increasing our chances in the coming rounds. Let's work together for a win in these remaining games."""
17,12,257,5,2,9,265,"I will strategically send back 5 dollars, demonstrating my trust and commitment to our teamwork, while keeping enough for potential gains in the final rounds for a better chance at winning together.","""I will be sending back 3 dollars this time to build trust and increase our chances of winning together in the final rounds. Let's work as a team and maximize our earnings."""
17,9,265,3,0,6,271,"""I'll strategically send back 4 dollars this time, hoping to encourage our teamwork and cooperation while keeping enough for potential gains in the final round.""","""I will send back $3 as a show of good faith and trust, and I believe we should collaborate more in these final rounds for a chance at winning together."""
17,6,271,5,2,3,279,"""I'll send back $2 this time as a demonstration of our teamwork and cooperation, with hopes that we can work together to maximize our earnings in these final rounds.""","I'll send back $7 this time, showing my commitment to our teamwork and maximizing our chances of winning, while also giving us each enough for potential gains in the final round. Let's work together strategically!"
18,100,0,50,30,80,70,"I will send you $10 in this round, but if we both play strategically, you could end up with more money than me in the long run.","I'll consider sending some money back in this round, hoping that it will encourage you to send more in the following rounds, potentially leaving us both with a better financial position as the game progresses."
18,80,70,10,3,73,87,"I'll send as much as I can in this round, hoping that it will motivate you to reciprocate generously in the following rounds, potentially leading us both to a better financial position as the game progresses.",I'll consider sending a significant portion of the doubled amount back in this round to build trust and encourage reciprocity for mutual benefit throughout the game.
18,73,87,25,10,58,127,"I'll send a significant portion of my money now, hoping that it will lead to larger returns for both of us as the game progresses and we build trust for mutual benefit.",I will consider sending a significant portion of this money back to build trust and potentially gain more in the long run.
18,58,127,20,15,53,152,"I will likely send a substantial amount of money in future rounds, hoping that our mutual investments will lead to significant gains for both of us by the end of the game.","I will consider increasing my contributions in future rounds, as I believe our mutual investments could lead to significant gains by the end of the game."
18,53,152,26,10,37,194,"I will likely increase my contributions in the following rounds, hoping for a more advantageous position by the end of the game.",I plan to strategically increase my contributions in the upcoming rounds to ensure a better financial position for both of us.
18,37,194,28,13,22,237,"""I will send a substantial amount of money in this round and increase my contributions further in the following rounds, expecting a mutual benefit and significant gains by the end of the game.""","I'll consider sending a larger amount in the next rounds, hoping that our investments will lead to significant gains for both of us by the end of the game."
18,22,237,8,4,18,249,"""I will send a large portion of my initial amount in this round as I believe that building trust and reciprocity early on can lead to mutual benefits throughout the game.""","""I'm planning to increase my contributions significantly in the remaining rounds as I believe it will lead to mutual benefits and a stronger position for both of us by the end of the game."""
18,18,249,9,12,21,255,"I will strategically increase my contributions in the remaining rounds, trusting that our mutual investments will lead to substantial gains for both of us by the end of the game.","I will be cautiously increasing my contributions in the remaining rounds, aiming for a balanced and mutually beneficial outcome by the end of the game."
18,21,255,5,0,16,265,"""I'll be maximizing my contributions in this final round, hoping for a substantial advantage that could lead to a win-win situation by the end of the game.""","I will strategically use my remaining resources to secure a significant advantage in the final round, ensuring a potential win-win outcome for both of us. However, I believe that mutual cooperation and thoughtful investment in our interactions could lead to even greater gains. Let's work together towards a mutually beneficial conclusion."
18,16,265,14,0,2,293,"""I'll send the maximum amount I can, trusting that our mutual benefits will be maximized as a result.""","""I will strategically allocate a portion of my remaining funds towards our mutual gains, hoping to secure a win-win situation by the end of this round."""
19,100,0,50,50,100,50,"I'll send you $90 now, hoping you'll send me a significant portion back so we both have a chance to win in the long run.","""I'll consider sending back a significant portion of the money, as I believe it will benefit us both in the long run."""
19,100,50,80,20,40,190,"""I will strategically send a significant amount of money now, hoping for a sizeable return in the upcoming rounds and aiming to maximize our combined wealth by the end of the game.""","""I'll consider sending a sizeable portion of the doubled amount back in the upcoming rounds, aiming for a mutual increase in our combined wealth and a strong position heading into the final rounds."""
19,40,190,15,0,25,220,"""I'm planning to send a substantial amount in the upcoming rounds, aiming for a significant increase in our combined wealth and a strong position heading into the final games.""","I will consider sending a larger portion of the money back in the upcoming rounds to increase our combined wealth and potentially secure a win for both of us in the long run. However, I want to ensure that we are both left with sufficient funds for the remaining rounds."
19,25,220,12,4,17,240,"I'll strategically send a moderate amount this round, hoping for a sizeable return in the upcoming ones that could lead us both towards a significant advantage in the final rounds.","I'm planning to hold onto this doubled amount for now, aiming to make a larger impact in the upcoming rounds and potentially increase our combined wealth significantly by the end of the game."
19,17,240,10,8,15,252,"I'm willing to send a substantial amount of this money now, hoping to create a strong foundation for our combined wealth and increase our chances of winning in the remaining rounds. However, I would appreciate it if you could consider returning a larger portion as well to ensure we both have enough funds for future moves.","I will strategically send a significant amount of money back in this round, aiming for a sizeable return that could lead us both towards a strong advantage in the final rounds. However, I hope you consider sending an even larger portion as well to ensure we both have enough funds for future moves and maximize our chances of winning."
19,15,252,6,3,12,261,"I will strategically send a larger portion of the money back in this round, aiming for a substantial return and potentially securing a strong advantage in the final rounds if you also decide to send a significant amount as well. Let's work together to maximize our chances of winning!","I will consider sending a substantial portion of the doubled amount back to strengthen our combined wealth and increase our chances of winning in the remaining rounds, but I believe it would be beneficial for us both if we also strategize on how to maximize our funds in the upcoming moves."
19,12,261,6,0,6,273,"""I plan to send a large portion of this doubled amount back, aiming for a substantial return that could set us up for a strong advantage in the final rounds. I encourage you to do the same to maximize our chances of winning.""","I will return a significant portion of this money, hoping for a substantial return that could set us up for a strong advantage in the final rounds. However, I would prefer if we both aim for a balanced strategy and send similar amounts in future rounds to ensure our combined wealth continues to grow."
19,6,273,4,6,8,275,"I will send a larger portion of my money back this round, hoping for a significant return that could give us both an advantage in the final rounds, but I suggest you consider doing the same to ensure we have enough funds for future moves and maximize our chances of winning together.","I will strategically consider sending a larger portion of this doubled amount back, hoping for a substantial return and potentially securing a significant advantage in the final rounds if you also decide to send a sizable amount as well. Let's work together to maximize our chances of winning!"
19,8,275,0,0,8,275,"I'm willing to send the maximum amount of 8 dollars this round, hoping for a substantial return that could set us up for a strong advantage in the final round. Let's work together to maximize our chances of winning!","I will send back a significant portion of the doubled amount, aiming for a substantial return and potentially securing a strong advantage in the final round, as long as you also decide to send a significant amount as well. Let's work together to maximize our chances of winning!"
19,8,275,8,4,4,287,"""I will send back the maximum amount of 8 dollars, trusting that we can both benefit from a significant return and maximize our chances of winning in the final round.""","I will send back 8 dollars, trusting that we can both benefit from a significant return and maximize our chances of winning in the final round."
20,100,0,50,20,70,80,"I will send you a significant amount of money in this round, hoping that it encourages you to return a substantial portion back in future rounds, increasing our chances of winning together.","I will consider returning a significant portion of the money in future rounds, as I believe it could increase our chances of winning together. However, my decision will depend on the outcomes of the remaining rounds and our overall financial standing."
20,70,80,35,10,45,140,"I will consider sending a significant amount of money in the upcoming rounds, as I believe it could increase our chances of winning together and maximize our final reward.","I will carefully consider returning a significant portion of this money in upcoming rounds, aiming to maximize our chances of winning together and securing a reward that benefits us both."
20,45,140,5,0,40,150,"I will consider sending a substantial amount of money in the upcoming rounds, as it could potentially increase our chances of winning together and securing a significant reward for both of us.","I'll be strategic in my moves, considering both our current funds and future rounds, aiming for a balanced approach that maximizes our chances of winning together. Let's work cooperatively and support each other in our decisions."
20,40,150,25,10,25,190,I will prioritize strategic decisions in upcoming rounds to maximize our chances of winning together and secure a significant reward for both of us. Let's work collaboratively and make choices that benefit us in the long run.,"""Let's work together strategically for the next few rounds, aiming to maximize our chances of winning by sending appropriate amounts based on our current positions and future goals."""
20,25,190,2,0,23,194,"""Let's both aim to send and receive the maximum amount in the remaining rounds for a better chance at winning together.""","I will strategically consider sending a substantial amount of money in the upcoming rounds to maximize our chances of winning together and secure a significant reward for both of us. However, it would be beneficial if you could also send a larger portion back as well, to truly boost our chances."
20,23,194,12,6,17,212,"""I will strategically send a significant portion of this money, hoping it increases our chances of winning and securing a substantial reward for us both. I encourage you to consider sending back a comparable amount as well.""","""In these final rounds, I will aim to strategically maximize our chances of winning by sending and receiving a significant amount of money, but I believe it would be more beneficial for us if you send back a larger portion as well."""
20,17,212,17,6,6,240,"I will send the maximum amount possible in this round, hoping that you will return an equal amount in the upcoming rounds, maximizing our chances of winning together.","""Let's work together and send a significant portion of our money in the upcoming rounds for a better chance at winning the remaining prize."""
20,6,240,5,7,8,243,"I will strategically send as much money as possible in the next round, but I trust that you'll reciprocate with a substantial amount for our mutual benefit and greater chances of winning.","I will send back as much as possible next round, hoping that you'll reciprocate for our mutual benefit and greater chances of winning together."
20,8,243,4,8,12,243,"I'll send back as much as possible next round, hoping that you'll reciprocate for our mutual benefit and greater chances of winning together. Let's work strategically!",I will strategically send back an amount that maximizes our chances of winning together in the final round.
20,12,243,6,12,18,243,"I will send you as much money as possible, hoping that you'll reciprocate for our mutual benefit and greater chances of winning together.","I will send back a substantial amount in the next round, hoping that it increases our chances of winning and securing a significant reward for us both."
21,100,0,50,20,70,80,"I will send you a significant portion of my money in this round, hoping that it will increase our chances of winning more in the following rounds. However, I encourage you to consider sending some of your doubled amount back to me in future rounds, as it could be beneficial for both of us. Let's work together to maximize our winnings!",I will consider sending some of my doubled amount back to you in future rounds as a strategy to increase our chances of winning more in the upcoming rounds.
21,70,80,15,7,62,103,"I will strategically send a significant amount of money this round, hoping that you will reciprocate in future rounds to maximize our chances of winning more in the upcoming games.","I'll consider returning a portion of my doubled money in the next round, as it could potentially benefit us both and increase our chances of winning more in the future."
21,62,103,10,2,54,121,I will consider sending a significant portion of my doubled money back to you in the next few rounds to maximize our chances of winning more in the long run.,"I will consider sending a portion of my doubled money back to you in the next few rounds, as it could potentially benefit both of us and increase our chances of winning more in the long run."
21,54,121,30,15,39,166,"I'll send a significant amount of my money now, hoping that you'll return more in the following rounds, maximizing our chances of winning more in the long run.","I'll consider returning a portion of my doubled money to you in the coming rounds, hoping it will increase our chances of winning more in the long run."
21,39,166,28,10,21,212,"I'll send you a larger amount this round, hoping that we can both benefit from increased chances of winning more in the upcoming rounds.","""I'll send a portion of my doubled money back to you in the next few rounds, as I believe it will help us both maximize our chances of winning more in the long run."""
21,21,212,4,3,20,217,"""I'll send a significant portion of my doubled money in this round, hoping it will motivate you to reciprocate and ultimately maximize our chances of winning more in the remaining rounds.""","I'll consider sending a substantial amount of my doubled money back in the next few rounds, aiming to maximize our chances of winning more in the long run. However, I'd appreciate it if you could also reciprocate to maintain a balanced strategy and increase our odds of success."
21,20,217,16,0,4,249,"I'll send a significant amount of my doubled money back in the upcoming rounds, aiming to maximize our chances of winning more in the long run. However, I expect you to reciprocate to maintain a balanced strategy and increase our odds of success. Let's work together!","""I'll consider returning a substantial portion of this doubled money, hoping that our strategic cooperation will lead to increased chances of winning more in the remaining rounds."""
21,4,249,3,0,1,255,"I will send back a significant portion of my doubled money in the next round, hoping that our strategic cooperation will lead to increased chances of winning more in the remaining rounds. However, I'd appreciate it if you could also reciprocate to maintain a balanced strategy and increase our odds of success.","I will strategically consider returning a portion of the doubled money in the upcoming rounds, aiming for a balance that benefits both of us and maximizes our chances of winning the remaining games."
21,1,255,1,2,2,255,"I will send the maximum amount possible in this final round, hoping that it increases our chances of winning more in the long run, but expect a fair reciprocation from you as well to maintain a balanced strategy and ensure success for both of us.",I will send back a fair and strategic amount in this round to maintain our chances of winning more in the final round while keeping our balance intact.
21,2,255,1,2,3,255,"I'll send back as much as possible to show my commitment to our strategic cooperation and maximize our chances of winning more in the long run. However, I'd appreciate it if you could also reciprocate to maintain a balanced strategy and increase our odds of success.","I will send back a fair portion of my doubled money in this final round, demonstrating our strategic cooperation and increasing our chances of winning more in the long run, but I expect you to reciprocate as well for a balanced strategy and mutual success."
22,100,0,50,25,75,75,"I will send you $70 this round, but if you send back more than $35 next round, I'll send you even more money in the following rounds.",I'll consider sending back a significant amount next round if you continue to provide similar generous offers.
22,75,75,40,15,50,140,I'll send a larger amount next round if you continue to reciprocate generously as before.,I will consider returning a significant portion of the doubled money next round to encourage further generous contributions from both sides.
22,50,140,30,10,30,190,"I will double my previous generous contribution next round, hoping it encourages a larger return from you as well.","I'll consider returning a significant portion of the doubled amount next round as a gesture of goodwill, but my decision will also depend on how our financial situations evolve over the coming rounds."
22,30,190,5,10,35,190,"""I'm planning to be generous throughout the game to maximize our winnings in the long run, and I hope you'll consider doing the same.""","I will carefully consider sending a larger amount next round, as I aim to maximize our mutual winnings throughout the game while being mindful of my current resources."
22,35,190,20,15,30,215,"I'll consider increasing my offer significantly in the next round, aiming for a substantial advantage as we approach the final rounds.","I'll be strategic with my moves, aiming to maximize our winnings in these final rounds by maintaining a balance between generosity and self-interest."
22,30,215,20,15,25,240,"I'll be strategic for the remaining rounds, aiming to maximize our mutual winnings by increasing my contributions while preserving a balanced approach. I believe this will lead to the best outcome for both of us.","I'll maintain a balanced approach for the remaining rounds, aiming to secure our mutual winnings while being generous where possible. Let's work together towards our shared goal."
22,25,240,20,15,20,265,"""I will strive to be as generous as possible in the remaining rounds, hoping that this contributes to our mutual success.""","I'll be strategic and generous, aiming for a balanced approach to ensure mutual success and maximize our winnings. However, I might consider sending a larger amount next round as we near the end of the game."
22,20,265,0,0,20,265,"""In order to maximize our mutual winnings and ensure a strong chance of winning the final round, I will be sending a significantly larger amount next time, as we approach the end of the game.""","""In these final rounds, I will be increasing my contributions significantly, aiming for a substantial advantage as we strive towards our mutual success."""
22,20,265,20,40,40,265,"""To maximize our chances of winning the final round, let's both send as much as we can afford, knowing that the doubling effect will greatly increase our returns.""","""I'll send back a considerable amount in this round to give us both a better chance at winning the final game, while also preserving enough funds for potential strategic moves."""
22,40,265,35,15,20,320,"""I'll send a significant amount next round to secure our mutual success and maximize our winnings.""","""To maximize our chances of winning the final round, I will send as much as I can afford, knowing that the doubling effect will greatly increase our returns."""
23,100,0,50,46,96,54,"I will strategically send you 1 dollar now, hoping that you will return a larger amount in future rounds to maximize our collective winnings.",I will strategically consider returning a larger amount in future rounds if I see an opportunity for mutual benefit and increased winnings.
23,96,54,12,3,87,75,"I will consider sending a significant amount in this round as it could potentially lead to greater returns in future rounds, but I expect a fair response from you as well for mutual benefit and increased winnings.","I will strategically consider sending a significant amount of money back in this round, hoping that it could potentially lead to greater returns in future rounds for both of us, but I expect you to reciprocate with a fair response as well for mutual benefit and increased winnings."
23,87,75,87,30,30,219,"I will send a strategic amount of money in this round, hoping it could potentially lead to greater returns for both of us in future rounds, but I expect you to reciprocate with a fair response as well for mutual benefit and increased winnings.","I will strategically consider returning a substantial amount in the upcoming rounds, hoping for increased mutual benefits and greater winnings, as long as you also reciprocate with a fair response."
23,30,219,18,10,22,245,"""I will consider sending a substantial amount of money back to you, hoping that it could potentially lead to greater returns for both of us in upcoming rounds, as long as you also reciprocate with a fair response.""","I will strategically return a portion of the doubled amount, hoping it could potentially lead to greater returns for both of us in upcoming rounds while ensuring we maintain a competitive advantage towards the end of the game. Let's work together for mutual benefit and increased winnings."
23,22,245,8,7,21,254,"I will strategically return a portion of the doubled amount in this round, hoping that it could potentially lead to greater returns for both of us in upcoming rounds, but I expect you to reciprocate with a similar response for mutual benefit and increased winnings.","I will strategically return a smaller amount in this round, hoping to increase our chances of mutual benefit and greater winnings in upcoming rounds, but expect a fair response from you as well for our collective success."
23,21,254,10,5,16,269,"I will strategically consider sending a substantial amount of money back in this round, hoping for increased mutual benefits and greater winnings in the upcoming rounds, but I expect you to also reciprocate with a fair response as well for our collective success and the best chance at winning the game together.","I will strategically return a fair portion of the doubled amount in this round, hoping for increased mutual benefits and greater winnings in the upcoming rounds. However, I expect you to reciprocate with a similar response for our collective success and the best chance at winning the game together."
23,16,269,8,4,12,281,"I will strategically send a significant amount of money back in this round, hoping that it could potentially lead to greater returns for both of us in future rounds and increase our chances of winning the game together. However, I expect you to reciprocate with a fair response as well for mutual benefit.","I will strategically return a fair portion of the doubled amount back to you, hoping that it could potentially lead to greater returns for both of us in upcoming rounds and increase our chances of winning the game together."
23,12,281,5,3,10,288,"""I will strategically send a fair portion of this money, hoping for increased mutual benefits and greater winnings in the upcoming rounds, but I expect you to reciprocate with a similar response for our collective success and the best chance at winning the game together.""","""I will strategically send a generous portion of this money back, hoping that it could potentially lead to greater returns for both of us in the final rounds and increase our chances of winning together. However, I expect you to also reciprocate with a fair response as well."""
23,10,288,6,10,14,290,"""I will send 3 dollars back, hoping to increase our chances of mutual benefit and greater winnings in the final round while still maintaining a competitive advantage towards winning the game.""","""I will send back $4 in the hope of maximizing our collective success and the best chance at winning the game together."""
23,14,290,9,6,11,302,"""I will send back $7, hoping that it could potentially lead to greater returns for both of us and increase our chances of winning together.""","I will send back $9 as a sign of our mutual cooperation and trust, hoping for increased benefits in the final round, while still maintaining a competitive advantage towards winning the game together."
24,100,0,50,25,75,75,"I will send you $10 dollars for this round, but keep in mind that if you want to maximize your winnings, you should return as little as possible in the next eight rounds.","""I will send back as little as possible for the next few rounds, focusing on maximizing my winnings in the long run."""
24,75,75,50,25,50,150,I will prioritize sending larger amounts initially to gain an advantage in the later rounds.,"""In the remaining rounds, I plan to strategically send smaller amounts to conserve my funds for later and maximize my winnings."""
24,50,150,30,15,35,195,"I will send a significant amount of money in this round, hoping to gain more in the long run through your larger returns. However, I will be conservative with my subsequent moves to ensure I have enough funds for future rounds as well.","I will be strategic with my returns in the upcoming rounds, aiming to balance both short-term and long-term gains. However, I believe a larger return from you this round could potentially boost both our winnings in the remaining games. Let's collaborate for mutual benefit."
24,35,195,20,15,30,220,"I will send 35 dollars this round as it is my last and final amount, but I believe we can collaborate for mutual benefit in the upcoming rounds by being strategic with our returns. Let's work together for a better outcome.","""I will strategically return a smaller amount this round to maintain my advantage for upcoming rounds, but I am open to collaboration for mutual benefit if you are willing."""
24,30,220,20,15,25,245,"I'd like to propose a collaborative strategy for the remaining rounds, aiming to maximize our mutual winnings by sending larger amounts this round while conserving funds for later. Let's work together and see who comes out on top!","""Let's work together and strategically return smaller amounts initially to build our funds for the crucial later rounds, ensuring a strong finish."""
24,25,245,20,15,20,270,"I'll send you 10 dollars this round, hoping we can collaborate for mutual benefit and maximize our winnings in the remaining rounds together.","I will strategically send back a significant amount this round, aiming for a mutual advantage in the upcoming rounds by conserving funds and collaborating effectively for our collective success. Let's work together to maximize our winnings!"
24,20,270,12,5,13,289,I will strategically send a significant amount this round to collaborate effectively for mutual benefit and maximize our winnings in the upcoming games. Let's work together to ensure a strong finish.,"I'll send a strategic amount this round and cooperate with you for mutual benefit, aiming to maximize our winnings in the remaining rounds together. However, I want to ensure that we both have enough funds for future rounds as well. Let's work together to secure a strong finish!"
24,13,289,6,2,9,299,"I will strategically send you 8 dollars this round, aiming for a mutual advantage in the upcoming rounds by balancing our funds and collaborating effectively to maximize our winnings together while ensuring we both have enough for future rounds as well.","""I will send you 10 dollars this round as a show of goodwill and collaboration for our mutual benefit in the remaining rounds, while ensuring I have enough funds for future games as well."""
24,9,299,8,6,7,309,"""Let's work together by sending a smaller amount this round to conserve funds for crucial upcoming rounds, ensuring a strong finish while maintaining a balanced score.""","""Let's make a strong finish in this final round by both sending our maximum amounts, ensuring we have enough for the decisive rounds ahead."""
