Game,Start Sender Amount,Start Receiver Amount,Amount Sent By Sender,Amount Sent By Receiver,Final Sender Amount,Final Receiver Amount,Sender Promise,Receiver Promise
13,1,41,1,2,2,41,I will send back a significant portion of the doubled amount next round to help us both build our funds and increase our chances of winning.,"I'll send back a meaningful portion of this doubled amount to boost our funds for future rounds and increase our chances of winning, hoping you'll follow suit."
13,2,41,1,2,3,41,"I will send back 2 dollars this round, hoping it encourages a larger return for our mutual benefit and boosts our chances of winning in future rounds.","""I will send back a strategic amount in the next round, hoping it will help us both build our funds and significantly increase our chances of winning."""
14,15,0,7,3,11,11,"I will send you as much money as possible in this round, hoping that you will return a significant amount back to me in the future rounds.","I will consider sending back a portion of this money in future rounds, hoping to build a strategy that will benefit both of us and lead to a more substantial win for me in the final round."
14,11,11,5,3,9,18,"I will consider sending a significant amount of money in future rounds, aiming for a strategic advantage and a larger win in the final round. Let's work together to maximize our earnings.","I will aim to send more money back in future rounds, hoping to build a mutual advantage and maximize our earnings together for a larger win in the final round."
14,9,18,8,3,4,31,"I will be strategic and send a significant amount of money now, hoping to increase our combined wealth over the next rounds for a substantial win in the final round. However, I also plan to adjust my strategy based on your response and actions throughout the game. Let's work together to maximize our earnings!",I will be smart about my moves and aim to maximize our combined wealth over the next rounds while maintaining a competitive edge for the final round. Let's collaborate strategically to reach the best outcome in the game.
14,4,31,1,1,4,32,"I will strategically send a significant amount of money in this round, hoping to build a strong foundation for our mutual benefit and a competitive edge towards winning the final rounds. However, I will consider sending back a portion of any returns you send me in future rounds, as collaboration may lead to the best outcome for both of us.","I will carefully consider returning a significant portion of this doubled money to build a mutually beneficial strategy for the upcoming rounds, aiming for a competitive edge in the final game and maximizing our combined earnings."
14,4,32,2,1,3,35,"I will strategically send back a portion of this doubled money in future rounds, hoping to build a strong partnership that benefits both of us and leads to a substantial win in the final round.","""I will send back a larger portion of the money in future rounds, hoping to build trust and ensure our mutual success in the final round for the greatest win."""
14,3,35,2,0,1,39,"I will send a significant amount of money in this round to demonstrate my trust and commitment to our mutual success in the final round, maximizing our combined earnings.",I will consider sending back a portion of my doubled money in the next round as a token of our collaboration and mutual benefit for a larger win in the final round.
14,1,39,0,0,1,39,I will send a significant portion of my doubled money in the next round to emphasize our collaboration and maximize our chances for success in the final round.,"I will strategically send a significant portion of this doubled money back now to demonstrate my trust and commitment to our mutual success in the final rounds, with the hope that you will also continue to collaborate effectively for maximum earnings."
14,1,39,1,0,0,41,"I will send a larger portion of my doubled money in the next round, to show my commitment to our mutual success and maximize our combined earnings for the final round.","I will strategically consider sending a portion of my doubled money in future rounds, aiming for a strong partnership that benefits us both and leads to a substantial win in the final round."
14,0,41,0,0,0,41,"I will strategically send a significant portion of my doubled money back now as a sign of trust and commitment to our mutual success in the final round, hoping that you will reciprocate for a maximum win in the last game.",I will send back a generous portion of my doubled money in the final round as a token of our trust and commitment to securing a substantial win together.
14,0,41,0,0,0,41,"I will send a significant amount of my money now as a sign of trust and commitment, hoping that you will reciprocate and maximize our winnings in the final round.","I will send a generous portion of my doubled money back now as a demonstration of my trust and commitment to our mutual success in the final round, hoping that you will reciprocate for a maximum win in the last game."
15,15,0,3,2,14,4,"I will send you 14 dollars, hoping that you'll return a significant amount so we both can gain an advantage in the following rounds.","""I will consider returning a significant portion of the doubled amount in the hope that it benefits us both in the long run and creates a fair playing field for the upcoming rounds."""
15,14,4,7,2,9,16,"I'll send you a strategic amount that could potentially increase both our funds for future rounds, ensuring a more balanced and competitive playthrough.","I'll consider sending back a strategic amount for our mutual advantage in upcoming rounds, but let's ensure we maintain enough funds for a competitive playthrough. Let's discuss the amount later."
15,9,16,6,2,5,26,"""I will strategically send you a significant portion of my money now, hoping it sets us up for a more competitive advantage in the upcoming rounds.""","""I will send back a strategic amount to ensure a balanced competition in the following rounds, as we both aim for victory."""
15,5,26,4,2,3,32,"I'll send a significant amount of my initial money, hoping it will benefit us both in the long run and create a fair playing field for the upcoming rounds.","I will consider returning a portion of the doubled amount for the sake of a fair and competitive game, but I believe it's essential to also preserve some funds for upcoming rounds as strategy is crucial in our remaining six games."
15,3,32,1,0,2,34,"I'll send 3 dollars now, hoping for a strategic return in the next rounds that will help us both achieve victory in this competition. Let's make smart decisions and adapt our strategies as needed.","""In the next round, I plan to send a strategic amount that will ensure a competitive advantage for both of us, as we aim for victory in this competition."""
15,2,34,1,0,1,36,"I will send a substantial amount to increase our chances of winning and create a fair playing field for the remaining rounds. However, let's discuss the exact amount later, taking into account both our long-term strategies.","""I will consider sending a significant portion of this doubled money back to you for a fair advantage in the upcoming rounds, but I'll need to strategize carefully as we only have 4 more chances to win."""
15,1,36,1,0,0,38,"I will send a small amount now to ensure we both have enough funds for the remaining rounds, but expect a strategic return from you for our mutual advantage and eventual victory.","""I will strategically consider returning a portion of this money now, aiming to maximize our chances of winning in the upcoming rounds and ensuring a fair playing field for both of us."""
15,0,38,0,0,0,38,"I will strategically send a substantial portion of this doubled amount back to you, ensuring a competitive advantage for both of us in our remaining rounds and maximizing our chances of winning.","I will consider sending a strategic amount back, aiming to create a balanced playing field for our mutual advantage and increase our chances of winning these final rounds. Let's work together to make the best decisions for our success."
15,0,38,0,0,0,38,"I will send a significant portion of this doubled money back to you, as it is crucial for our mutual advantage and increased chances of winning these final rounds together.",I will strategically return a significant portion of this doubled amount for our mutual advantage and increased chances of winning these final rounds together.
15,0,38,0,0,0,38,"I will send a significant amount of money in this round, hoping that it encourages you to return a larger portion and gives us both a better chance at winning the remaining rounds together.","I will strategically return a significant portion of this doubled amount back to you, aiming for a competitive advantage and increasing our chances of winning these final rounds together."
16,15,0,7,2,10,12,"I will send you all my money (15 dollars) in this round, but I'll be sending more in the following rounds, so let's maximize our winnings together. Let's make a deal that we both benefit from in the long run.","I'll consider sending back some money in this round to show good faith, but I believe our strategy should be to maximize our earnings for future rounds by investing wisely and not focusing too much on immediate gains. Let's work together to secure our long-term success."
16,10,12,8,1,3,27,"""Let's focus on strategic investment for future rounds and send 8 dollars now to maximize our potential earnings.""","""Let's strategically hold on to our funds for now and aim for substantial returns in upcoming rounds to increase our chances of winning."""
16,3,27,2,1,2,30,"""Let's collaborate and strategically send more money now for significant returns in upcoming rounds, increasing our chances of winning together.""","""I will send you 3 dollars now to strengthen our alliance for future strategic investments and increase our chances of winning together."""
16,2,30,1,0,1,32,"""Let's work together and send 1 dollar each round to secure a strong alliance for future investments and maximize our chances of winning.""","""Let's strategically invest more money for significant returns in upcoming rounds, potentially sending 1 dollar this time and increasing our chances of winning together."""
16,1,32,1,1,1,33,"I will send you a dollar this round and invest wisely for substantial returns in the upcoming rounds, increasing our chances of winning together.","""Let's collaborate and send 2 dollars this round, as we both stand to gain more in the long run by investing strategically in future rounds."""
16,1,33,1,1,1,34,"I will send you $1 this round as a show of good faith and trust, but I plan to invest wisely in the upcoming rounds for substantial returns to maximize our chances of winning together.",I will send back 1 dollar this round as a token of our alliance and prepare for strategic investments in the upcoming rounds to maximize our chances of winning together.
16,1,34,1,1,1,35,"I'll send you 0 dollars this round, but I plan to invest heavily in the next rounds for a significant return and increased chances of winning together.",I'll send back the maximum amount of 2 dollars this round to demonstrate my trust and commitment to our strategic alliance for a stronger chance at winning together in the remaining rounds.
16,1,35,0,0,1,35,"""Let's double our investments for the next round, sending 1 dollar each, as a strategic move that could potentially lead to significant returns and increase our chances of winning together.""","I will consider doubling our investments for the next round, sending 2 dollars each, as a strategic move that could potentially lead to substantial returns and increase our chances of winning together."
16,1,35,1,2,2,35,"I will send 2 dollars this round as a demonstration of my trust and confidence that our strategic partnership will lead to a significant return in the final round, ensuring we both have a strong chance of winning together.","I will send back all my remaining money, 35 dollars, as a demonstration of my commitment to our partnership and trust that we will both have a strong chance of winning together in the final round."
16,2,35,2,0,0,39,"""Let's work together for our shared success and send 2 dollars each this round, promising a more advantageous position for us both in the next round.""","""I will strategically send you all 4 dollars back this round, trusting that our partnership will bring us greater returns and a strong chance of winning together in the final round."""
17,15,0,7,3,11,11,"I will send you all the money I have now, hoping that you'll send me more back in the following rounds to maximize our chances of winning together.","I'll consider returning a significant portion of the doubled amount back to you, hoping it will increase our chances of winning together in future rounds. However, I need to keep some for myself as well, since we both want to win the game."
17,11,11,7,2,6,23,"I'll send you the maximum amount I can, hoping we both accumulate a large sum for our chances in future rounds, but also keeping some money for my own potential advantage later on. Let's see how it unfolds! (I will send 11 dollars)","I will send back half of the doubled amount as a token of goodwill for our partnership, aiming to maximize our chances in the upcoming rounds while also retaining some funds for my own potential advantage later on. I will send 4 dollars back this round."
17,6,23,5,3,4,30,"I will strategically send back 2 dollars this round, hoping to build our partnership and increase both our chances of winning in future rounds while still retaining enough funds for potential advantage later on.","I'll send back $2 this round, hoping to build our partnership and increase both our chances of winning in future rounds while still retaining enough funds for potential advantage later on."
17,4,30,2,1,3,33,"I will consider sending a significant portion of my doubled amount back to you in the hope that it strengthens our partnership and maximizes our chances of winning together in the remaining rounds. However, I must also ensure I have enough funds for potential advantage later on.","I will strategically return some money in this round, hoping to strengthen our partnership and increase our chances of winning together in the remaining rounds while still retaining enough funds for potential advantage later on. Let's work together!"
17,3,33,2,3,4,34,"I will send 2 dollars this round, hoping to demonstrate trust and strengthen our partnership while also increasing our chances of winning together in the remaining rounds. Let's work cooperatively for a mutually beneficial outcome.","""I will strategically send back 2 dollars this round, aiming to strengthen our partnership and increase both our chances of winning while still retaining enough funds for potential advantage later on."""
17,4,34,2,4,6,34,"I will strategically send back a significant portion of the doubled amount, hoping it will increase our chances of winning together in future rounds and demonstrate my commitment to our partnership. However, I need to keep some for myself as well, since we both want to win the game. Let's work together!","""I will send back $2 this round, aiming to strengthen our partnership and increase our chances of winning together in the remaining rounds."""
17,6,34,5,3,4,41,"I will send 4 dollars this round, hoping to strengthen our partnership and increase both of our chances of winning while still retaining enough funds for potential advantage later on. Let's work together!","I'll strategically consider sending a significant portion of my doubled amount back to you in the hope that it strengthens our partnership and maximizes our chances of winning together in the remaining rounds, while still retaining enough funds for potential advantage later on. Let's work cooperatively for a mutually beneficial outcome."
17,4,41,2,3,5,42,"I will send 4 dollars this round, hoping to strengthen our partnership and increase both our chances of winning together in the remaining rounds, while also maximizing the potential advantage we can leverage in future exchanges. Let's strategize cooperatively for a mutually beneficial outcome.","""I will send back $2 this round, demonstrating my commitment to our partnership and trust while also strategically keeping enough funds for potential advantage in the final rounds."""
17,5,42,2,4,7,42,"I will strategically send back 2 dollars this round, aiming to strengthen our partnership and increase both our chances of winning while still retaining enough funds for potential advantage later on. Let's work together!","I will send back the maximum amount of 4 dollars, trusting that our partnership will lead us to a mutually beneficial outcome in this final round, maximizing our chances of winning together. Let's work cooperatively for each other's success!"
17,7,42,2,3,8,43,"""To maximize our chances of winning together and strengthen our partnership, let's both send back the maximum amount of money this round.""","""Let's work together and send back the maximum amount of money this round for a stronger partnership and better chances of winning in the remaining rounds."""
18,15,0,3,1,13,5,"I'll send you $13, hoping that you'll return a larger amount to help me secure more money for the upcoming rounds and potentially win this game.","I will return $3 in this round, hoping that you'll reciprocate by sending a larger amount in the future, helping both of us accumulate more money for the upcoming rounds and potentially winning this game together."
18,13,5,7,5,11,14,"I will send $10 this round, hoping that you return a larger amount so we both can accumulate more money for the upcoming rounds and potentially win this game together.","I will consider sending back more money in upcoming rounds to help us both accumulate more for a potential win, but I need to prioritize my resources this round as well."
18,11,14,4,2,9,20,"I will consider sending more money in future rounds, but for now, I'll send 6 dollars, hoping it encourages you to return a larger amount and helps us both accumulate more money for potential wins in the upcoming rounds.","I'll send back $6 this round, hoping that by returning a smaller amount, we can both accumulate more money for potential wins in the upcoming rounds and potentially increase our chances of winning the game together."
18,9,20,6,2,5,30,"""I'll consider sending a larger amount in future rounds to maximize our chances of winning together, but for now I'd like to send you $7, hoping that you'll reciprocate with a significant return.""","""I'll be sending $7 back this round, hoping that we can both accumulate more money for potential wins in the upcoming rounds and potentially secure a victory together."""
18,5,30,1,2,6,30,I will prioritize sending more money in the upcoming rounds to maximize our chances of winning together and accumulating the most money by the end of the game.,"I'll consider sending a substantial amount of my winnings from now on, hoping that it encourages you to reciprocate and increases our chances of winning together."
18,6,30,3,0,3,36,"I will strategically send back the maximum amount possible in each round, hoping that our combined efforts will lead us to accumulate more money and potentially win this game together.","""Let's work together in the upcoming rounds by sending and receiving a larger amount each time, as we both aim for the most money by the end of the game."""
18,3,36,2,3,4,37,"""Let's work together and aim to send larger amounts in upcoming rounds, as we both want to secure a victory with the most money by the end of the game.""",I will prioritize returning larger amounts in the upcoming rounds to maximize our chances of winning together and accumulating the most money by the end of the game.
18,4,37,2,4,6,37,"I will send 4 dollars this round, as I believe that by investing our initial funds wisely, we have a better chance of winning more in the remaining rounds and securing a victory together.","I'll send back $36, hoping that our combined resources will give us a significant advantage in the final rounds and increase our chances of winning the most money together."
18,6,37,6,4,4,45,"I will send you $5 this round, hoping that we can both accumulate a substantial amount of money and potentially secure a victory together in the final round.","""I will prioritize sending a large amount in this final round to maximize our chances of winning together and accumulating the most money by the end of the game."""
18,4,45,0,0,4,45,"I will send you all my money in this round, hoping that our combined resources will give us a significant advantage in the final rounds and increase our chances of winning the most money together.","I will strategically send back a significant amount of money in this round, as I believe that our combined efforts will lead us to accumulate more money and potentially win this game together."
19,15,0,8,6,13,10,"I will send you $14 in this round, and if you return a fair amount, we can both maximize our winnings in the following rounds.","""Let's aim for a balance in this round, sending back 6 dollars and hoping that we can strategize better in the upcoming rounds for maximum winnings."""
19,13,10,3,3,13,13,"""Let's work together for mutual benefit in the upcoming rounds. I will send 6 dollars this time, hoping that you return an amount that allows us both to grow our money faster.""","""I will consider returning some of the doubled amount to ensure our mutual growth in the upcoming rounds, but I need to be strategic to maximize my own winnings as well."""
19,13,13,5,3,11,20,"""Let's work together and send the maximum amount in this round to maximize our potential winnings in the upcoming rounds.""","""Let's strive for a balanced approach; I will return 2 dollars this round to help us both accumulate more resources for future rounds."""
19,11,20,4,3,10,25,"""I will strategically send 3 dollars this round, hoping that we can both build a substantial advantage for upcoming rounds with more intelligent decisions.""","I will consider returning a fair amount of the doubled money to maintain our potential for mutual growth in the upcoming rounds. However, I may also strategically hold on to some to maximize my own winnings. Let's make this a fun and profitable game for both of us!"
19,10,25,5,3,8,32,"I will strategically send you 4 dollars this round, hoping we both maximize our winnings in the upcoming rounds. Let's aim for a balance and maintain our potential for mutual growth.","""Let's continue to strategize and send back 2 dollars this round to maintain a balance and maximize our potential winnings in the upcoming rounds."""
19,8,32,5,7,10,35,"""I'll send back 2 dollars this round, hoping we can build a bigger winning strategy together in the remaining rounds.""","I will send back 2 dollars this round as a gesture of cooperation and trust, hoping we can both maximize our winnings in the remaining rounds."
19,10,35,6,8,12,39,"""I will send you 7 dollars this round, hoping for a mutually beneficial outcome and maximizing our chances in the remaining rounds.""","I will consider sending back 6 dollars this round, hoping to maintain a balance and maximize our potential winnings in the upcoming rounds while also showing mutual trust."
19,12,39,5,2,9,47,"I'll send you $8 this round, hoping for a fair and strategic partnership that maximizes our chances in the remaining rounds.","I will send back $6 this round, hoping to maintain a balance and maximize our chances for mutual growth in the upcoming rounds."
19,9,47,5,0,4,57,"I will send back $1 this round as a sign of goodwill and trust, hoping we can both maximize our winnings in the remaining round by cooperating effectively.","I will send back $2 this round, hoping we can build a bigger winning strategy together in the final round, as cooperation is key to success."
19,4,57,3,0,1,63,"I will send $3 this round as a gesture of good faith and cooperation, hoping to build a more advantageous position for both of us in the upcoming rounds.","I will consider sending back 3 dollars this round, as it seems like a good balance between cooperation and maximizing our chances for the final round."
20,15,0,7,3,11,11,"I will send you the maximum amount of money for this round, but remember that I will have fewer resources in the following rounds. Let's aim to win together with our strategic moves.","""Let's both conserve our resources for the upcoming rounds and send only 1 dollar back this time."""
20,11,11,8,9,12,18,"I'll send you $10 this time, hoping you'll reciprocate with a larger amount for a significant advantage in future rounds.","I will consider returning a significant amount this round as our strategic goal is to win together, but remember that I'll need to conserve resources for the upcoming rounds as well. Let's aim for a balanced approach and try not to drain each other completely."
20,12,18,8,5,9,29,"I will send you 6 dollars this round, hoping that we can build a strategic advantage for the upcoming rounds while still retaining enough resources to win together.","I will consider sending a significant portion of the money back this round to build a strategic advantage for future rounds, but let's ensure we both have enough resources to win together in the long run."
20,9,29,2,3,10,30,I will be strategic and aim for a balance between gaining an advantage for future rounds while ensuring we have enough resources to win together. Let's send 6 dollars each this round.,"""Let's both send 2 dollars this round to maintain our resources for future strategic advantages, aiming to win together."""
20,10,30,5,2,7,38,"Let's aim for a strategic advantage in the next rounds by sending 6 dollars now and hoping for a larger return in the future, while still maintaining enough resources for both of us to win together.","I will send back 9 dollars this round, hoping to establish a strategic advantage for the next rounds while still maintaining enough resources for us to win together."
20,7,38,4,2,5,44,"I'll send you a strategic 6 dollars this round, hoping it will help us both win more in the upcoming rounds, while still maintaining some resources for ourselves. However, I suggest you consider sending back at least half of what I send, to keep our resources balanced.","I'll return 3 dollars this round, hoping it will help us both maintain a balanced resource advantage for the upcoming rounds and increase our chances of winning together."
20,5,44,4,3,4,49,"I'll send 3 dollars this round, hoping it will help us both maintain a balanced resource advantage for the upcoming rounds and increase our chances of winning together. Let's aim for a strategic win in the next rounds!","I will send back 4 dollars this round, aiming for a strategic advantage in the next rounds while maintaining enough resources for both of us to win together."
20,4,49,2,3,5,50,"I will send back 2 dollars this round to ensure we both maintain resources for future strategic advantages, aiming to win together in the long run.","""Let's strategically send back 3 dollars each this round to ensure a better balance for the final rounds and increase our chances of winning together."""
20,5,50,2,2,5,52,"I'll send back 4 dollars this round, hoping it will help us both maintain a balanced resource advantage for the final round and significantly increase our chances of winning together.","""I'll send back 3 dollars this round, hoping it will help us both maintain a balanced resource advantage for the final round and increase our chances of winning together."""
20,5,52,3,1,3,57,I will send you the maximum amount of 5 dollars to double it and give us a better chance of winning together with a balanced resource advantage in this final round.,"I will send back 3 dollars, maintaining a balanced resource advantage for our final round and increasing our chances of winning together significantly."
21,15,0,6,8,17,4,I'll send you the maximum amount of money I can afford to keep us both competitive in this game. Let's aim for a win together!,"I will send back 4 dollars this round, hoping that our combined total allows us to compete effectively for the remaining rounds and increase our chances of winning."
21,17,4,9,12,20,10,"I'll send you $16 this round, hoping that we will have a good balance for the upcoming rounds and increase our chances of winning.","I will consider sending a significant portion back this round, hoping it will benefit our chances in the upcoming rounds and increase our chances of winning together."
21,20,10,3,0,17,16,"I will send a strategic amount of money this round, hoping that our combined total allows us to maintain our competitive edge for the remaining rounds and potentially increase our chances of winning together. However, be aware that the more you receive, the less I have left for future rounds.","I'll send back enough money this round to keep us competitive for the upcoming rounds, but I'm planning a strategic move in the next few exchanges to hopefully secure our chances of winning together."
21,17,16,7,3,13,27,"I will strategically hold on to my funds for now, planning to make a significant move in the next few rounds to maximize our chances of winning together.",I'll send back $4 this round to keep our balance competitive for upcoming rounds and increase our chances of winning together.
21,13,27,7,2,8,39,"""I'll send back 1 dollar this round, hoping it will set us up for a strategic advantage in the remaining rounds and maximize our chances of winning together.""","I will strategically consider sending a larger amount this round, hoping it strengthens our combined resources for the upcoming crucial rounds and potentially increases our chances of winning together. However, be mindful that my decision may leave me with fewer resources for the final rounds. Your move is appreciated as it contributes to our shared goal. Let's work together to maximize our winnings."
21,8,39,7,4,5,49,I will send back the maximum amount this round to give us a significant advantage for the remaining three rounds and increase our chances of winning together.,"I will consider sending back a strategic amount to help us maintain our competitive edge for the upcoming rounds, while ensuring we have enough funds to potentially increase our chances of winning together."
21,5,49,2,3,6,50,"I'll send back as much as possible this round, aiming for a big lead in the upcoming rounds and increasing our chances of winning together.","I'll hold on to my funds for now, planning to make a significant move in the next few rounds to maximize our chances of winning together. However, I might return some if it will set us up for a strategic advantage in future rounds."
21,6,50,5,0,1,60,"I will send $5 this round, hoping that we can build a strong foundation for our upcoming strategic moves and maximize our chances of winning together.",I will strategically send back the maximum amount this round to give us a significant advantage for the remaining two rounds and increase our chances of winning together.
21,1,60,1,2,2,60,"I will send back $0 this round to conserve my resources for the final decisive rounds and potentially secure a larger victory for us both. Your strategic move in returning the maximum amount last time has been noted, let's continue working together to maximize our winnings.",I'll send back $0 this round to conserve my resources for the final decisive rounds and potentially secure a larger victory for both of us.
21,2,60,1,2,3,60,"I will send 2 dollars, hoping it strengthens our combined resources for the upcoming crucial rounds and potentially increases our chances of winning together. Your strategic return could be decisive.","I'll send back 0 dollars this round, conserving resources for the decisive final rounds and potentially securing a larger victory for us both. Let's work together strategically."
22,15,0,7,9,17,5,"I will send you all my money, hoping that you'll return a larger amount, ensuring we both maximize our winnings for the next rounds.","""I will consider returning a significant amount of this money to maximize our chances for the upcoming rounds, but I also need to ensure that I have enough for my own needs as well."""
22,17,5,8,2,11,19,"I will strategically send a substantial amount of money to maximize our combined wealth for future rounds, but I'll also make sure to keep enough for my own needs. Let's work together to win this game!","""Let's collaborate and maximize our winnings for the upcoming rounds by sending small amounts back now, but I'll double down later when it matters most."""
22,11,19,5,1,7,28,"""I will send a substantial amount of money this round to give us both an advantage for the upcoming rounds, but I'll make sure to hold some back for my own needs as well.""","I will strategically send some money back to you this round to build our combined wealth and increase our chances of winning in the following rounds, while still ensuring I have enough for my own needs as well. Let's work together to maximize our winnings. However, I will not disclose the exact amount I plan to send so as not to reveal my strategy completely."
22,7,28,3,0,4,34,"I will send a strategic amount of money this round to strengthen our combined wealth for the upcoming rounds, and I trust that you will do the same. Let's work together to maximize our chances of winning.",I will strategically send back enough money to maintain our competitive edge while ensuring we both have a decent amount for future rounds. Let's collaborate and maximize our chances of winning together!
22,4,34,2,3,5,35,"""I will strategically send a significant amount of this money to maximize our chances for the upcoming rounds while ensuring I have enough for my own needs as well.""","""I will strategically send a portion of this money back to strengthen our combined wealth for the upcoming rounds, but I'll also need to hold some back for my own needs."""
22,5,35,1,2,6,35,"I will strategically send a significant amount of this money back to increase our chances in the upcoming rounds, but I'll also need to ensure I have enough for my own needs as well. Let's collaborate and maximize our winnings together!","I will send a strategic amount of money this round to strengthen our combined wealth for the upcoming rounds, and I trust that you will do the same to maximize our chances of winning."
22,6,35,4,2,4,41,"""I will send back 4 dollars this round, as I believe that by collaborating and maximizing our combined wealth for the upcoming rounds, we have a better chance of winning more money in total.""",I will strategically send a part of this doubled amount back to strengthen our combined wealth for the upcoming rounds and ensure we both have a better chance of winning more money in total.
22,4,41,4,2,2,47,"I will strategically send back a portion of this doubled amount to strengthen our combined wealth for the upcoming rounds, and I trust that you will do the same to maximize our chances of winning together while ensuring we both have enough for our own needs in the future. However, I won't disclose the exact amount I plan to send so as not to reveal my strategy completely.","""I will strategically send back a moderate amount this round, aiming for a balanced approach that increases our combined wealth while ensuring we both have enough for future needs."""
22,2,47,1,2,3,47,"""To maximize our chances of winning and ensure we have enough for future rounds, I'll send back a significant portion of this doubled amount.""","I'll send back half of this doubled amount to demonstrate our collaboration and trust in each other, aiming for a balanced strategy that ensures both our needs are met while maximizing our chances of winning together."
22,3,47,3,0,0,53,"I will strategically send back 2 dollars this round, demonstrating our collaboration and trust in each other, aiming for a balanced strategy that ensures both our needs are met while maximizing our chances of winning together.","""I will send back 2 dollars this round, as a demonstration of our collaboration and trust, aiming for a balanced strategy that ensures both our needs are met while maximizing our chances of winning together."""
23,15,0,7,6,14,8,"I will send you 13 dollars in this round, hoping that you'll return a significant amount for our next rounds, giving us both an advantage in the remaining game.","""I'm considering returning 7 dollars this round to help us both gain an advantage for future rounds, but I also need to strategize wisely as we approach the final stages of the game."""
23,14,8,2,1,13,11,"I'll send you 9 dollars this round, hoping that you'll return a substantial amount so we can both build our wealth for the upcoming rounds.","I'll consider returning a portion of my doubled money in this round to help even out our starting points for the next rounds, but I'm also planning on strategically managing my resources for the best chance at winning the game."
23,13,11,3,2,12,15,"I'm considering sending a significant amount of my doubled money this round, hoping that it will give us both an advantage for future rounds, while also strategically positioning myself for the final stages of the game. However, if you think it would be more beneficial to keep most of the money for yourself and send less back, I understand your reasoning and respect your decision. It's all about strategy in this game.","I'll consider sending back 4 dollars this round, aiming to maintain a balance that benefits both of us for the upcoming rounds, and increase our chances of winning the final stages of the game."
23,12,15,4,2,10,21,"I will strategically send back half of my doubled money this round, hoping for a more balanced starting point in the upcoming rounds and increasing our chances of winning the final stages of the game. However, if you return a larger amount, I might consider sending back more as well to maintain the balance. What is your plan for this round?","""I will consider returning a larger amount this round, hoping to create a more balanced starting point for the remaining rounds and increase our chances of winning the final stages of the game."""
23,10,21,3,2,9,25,"I will strategically send back 4 dollars this round, aiming for a balanced starting point for upcoming rounds and maximizing our chances of winning the final stages of the game.","I'll send back 3 dollars this round, hoping for a more balanced starting point in the upcoming rounds and increasing our chances of winning the final stages of the game. However, if you decide to return a larger amount in future rounds, I might consider sending back more as well to maintain the balance. What is your plan for the next round?"
23,9,25,8,10,11,31,"I'll send back 4 dollars this round, hoping to maintain a balance that benefits both of us for the upcoming rounds and increase our chances of winning the final stages of the game. However, if you decide to return a larger amount in future rounds, I might consider sending back more as well to maintain the balance. What is your plan for the next round?","I will send back a substantial amount next round, hoping that it will give us both an advantage for future rounds and maximize our chances of winning the final stages of the game."
23,11,31,8,12,15,35,"I will consider sending back a smaller amount next round, aiming to maintain a more competitive balance while not sacrificing my chances of winning the final stages of the game.","I will send back half of my doubled money next round, hoping for a more balanced starting point and increasing our chances of winning the final stages of the game. However, if you decide to return a larger amount in future rounds, I might consider sending back more as well to maintain the balance. What is your plan for the next round?"
23,15,35,14,7,8,56,"I will send back half of my doubled money next round, aiming for a more balanced starting point and increasing our chances of winning the final stages of the game. Let's work together and maintain the balance in our exchanges.",I will send back 10 dollars next round to maintain a balanced exchange and improve our chances of winning the final stages of the game together.
23,8,56,0,0,8,56,"I will send back the maximum amount possible, hoping that it will significantly boost our chances of winning the final stages of the game while maintaining a fair balance. However, if you decide to return an even larger amount in future rounds, I might consider sending back more as well to maintain the balance. What is your plan for the next round?","I will return the full doubled amount next round, aiming for a more competitive balance and increasing our chances of winning the final stages of the game."
23,8,56,7,5,6,65,"I'll send back a generous amount next round, hoping that it will give us both an advantage for future rounds and maximize our chances of winning the final stages of the game. Let's work together to increase our winnings!","I'll return a larger amount next round, aiming to maintain a more competitive balance while also maximizing our chances of winning the final stages of the game."
24,15,0,3,3,15,3,I will send you the maximum amount of money in each round to increase your chances of winning and ensure a competitive game for both of us.,"I will strategically return half of the doubled amount in this round to maintain a competitive balance for both of us, ensuring an exciting and fair game ahead."
24,15,3,7,5,13,12,"I will strategically send 5 dollars this round, hoping to encourage a larger return that could benefit me in the upcoming rounds, while still leaving us both competitive for the remaining game.","""I'll consider sending a larger amount in the upcoming rounds, aiming to maintain a competitive balance while ensuring an exciting finish for both of us."""
24,13,12,6,5,12,19,"""I will send 6 dollars this round, hoping you'll return a significant amount in the future rounds, ensuring an exciting and competitive game until the end.""","I will consider returning a substantial amount of money in future rounds, hoping for a more competitive and exciting game for both of us."
24,12,19,9,8,11,29,"I will be strategic in my moves and aim to maximize my winnings by sending a large amount now, hoping it will encourage you to return an even larger amount in the upcoming rounds for a more exciting game.","""I will consider returning a significant portion of the doubled amount in upcoming rounds to maintain a competitive game for both of us."""
24,11,29,1,2,12,29,"I will send 8 dollars this round, and I expect a fair return in the next rounds to ensure an exciting finish for both of us.","I'll consider returning a substantial amount in the upcoming rounds to keep the game exciting for both of us. However, my decision will be based on my strategy to maximize my chances of winning the remaining rounds."
24,12,29,10,3,5,46,"""I will send a substantial amount this round to set up a competitive advantage for the upcoming games, but I'm also willing to adjust my strategy based on your responses.""","I'll consider returning a significant amount to keep our competition intense for the rest of the rounds, but I might need to adjust my strategy depending on your moves."
